,Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot
1563,Bachelors,2018,Pune,2,28,Female,No,5,True
1564,Masters,2017,Pune,2,27,Male,No,5,False
1565,Bachelors,2013,Bangalore,3,25,Female,No,3,False
1566,Bachelors,2017,Bangalore,3,24,Male,No,2,False
1567,Bachelors,2017,New Delhi,2,25,Female,No,3,False
1568,Bachelors,2018,Pune,3,27,Female,No,5,True
1569,Bachelors,2016,Pune,3,27,Male,No,5,False
1570,Bachelors,2013,Bangalore,1,24,Male,No,2,False
1571,Bachelors,2012,Bangalore,1,28,Male,No,3,False
1572,Bachelors,2016,Pune,2,28,Female,No,3,True
1573,Bachelors,2016,Pune,3,24,Male,No,2,False
1574,Bachelors,2017,Bangalore,3,28,Male,No,3,False
1575,Bachelors,2017,Pune,2,28,Male,No,3,False
1576,Bachelors,2017,Bangalore,3,25,Female,No,3,True
1577,Bachelors,2015,Bangalore,3,25,Male,No,3,False
1578,Masters,2013,New Delhi,3,25,Male,No,3,True
1579,Bachelors,2017,Bangalore,3,24,Male,No,2,False
1580,Bachelors,2013,Pune,3,27,Male,No,5,False
1581,Bachelors,2013,Pune,2,24,Female,No,2,True
1582,Bachelors,2017,Bangalore,3,28,Male,No,1,True
1583,Bachelors,2012,Bangalore,3,25,Male,No,3,False
1584,Bachelors,2014,Pune,3,26,Male,No,4,False
1585,Bachelors,2015,Pune,1,24,Female,No,2,True
1586,Masters,2013,New Delhi,3,24,Female,Yes,2,True
1587,Bachelors,2014,Bangalore,3,25,Male,No,3,False
1588,Bachelors,2017,New Delhi,2,26,Male,No,4,False
1589,Bachelors,2014,Bangalore,3,25,Male,No,3,False
1590,Masters,2013,New Delhi,3,25,Male,No,3,True
1591,Bachelors,2014,Bangalore,3,24,Male,No,2,False
1592,Bachelors,2014,Pune,2,28,Female,No,3,True
1593,Masters,2015,New Delhi,3,28,Male,No,2,False
1594,Bachelors,2015,Bangalore,3,28,Male,No,5,False
1595,Bachelors,2017,Bangalore,3,24,Male,No,2,False
1596,Bachelors,2014,Pune,3,27,Male,No,5,False
1597,Bachelors,2015,Pune,2,28,Female,No,5,True
1598,Masters,2017,New Delhi,2,26,Female,No,4,True
1599,Bachelors,2016,New Delhi,3,26,Female,No,4,False
1600,Bachelors,2016,Bangalore,3,26,Female,No,4,False
1601,Bachelors,2013,New Delhi,3,27,Female,No,5,False
1602,Bachelors,2014,Bangalore,3,28,Male,No,3,False
1603,Bachelors,2017,New Delhi,3,25,Male,No,3,False
1604,Bachelors,2015,Bangalore,1,27,Male,No,5,False
1605,Bachelors,2013,Bangalore,3,26,Male,No,4,False
1606,Bachelors,2014,Bangalore,3,24,Female,No,2,False
1607,Bachelors,2014,Pune,2,26,Male,No,4,False
1608,Bachelors,2013,Bangalore,3,24,Male,No,2,True
1609,Bachelors,2012,Bangalore,3,25,Male,No,3,False
1610,Bachelors,2012,Bangalore,3,27,Male,Yes,5,False
1611,Bachelors,2012,Bangalore,3,28,Male,No,1,False
1612,Masters,2017,New Delhi,2,25,Female,No,3,True
1613,Bachelors,2014,Bangalore,3,25,Male,No,3,False
1614,Bachelors,2016,Pune,2,27,Female,No,5,True
1615,Bachelors,2017,Pune,3,28,Male,No,3,False
1616,Masters,2017,New Delhi,3,28,Male,No,2,False
1617,PHD,2018,Pune,3,26,Male,No,4,True
1618,Masters,2017,New Delhi,2,24,Male,No,2,True
1619,Bachelors,2014,Bangalore,3,28,Male,No,0,False
1620,Masters,2015,Pune,3,26,Female,No,4,False
1621,Bachelors,2016,Bangalore,3,27,Male,No,5,True
1622,Bachelors,2016,New Delhi,3,28,Female,No,4,False
1623,Bachelors,2012,Pune,3,26,Male,No,4,False
1624,Masters,2015,Bangalore,2,27,Female,No,5,True
1625,Masters,2017,Pune,1,28,Male,No,0,False
1626,Masters,2015,New Delhi,3,28,Female,No,2,False
1627,Bachelors,2017,Bangalore,3,26,Male,No,4,True
1628,Bachelors,2017,Pune,3,28,Female,No,4,True
1629,Bachelors,2015,Pune,3,25,Male,No,3,False
1630,Masters,2017,New Delhi,2,27,Female,No,5,False
1631,Masters,2015,Pune,2,27,Female,No,5,False
1632,Bachelors,2015,Bangalore,3,25,Male,No,3,True
1633,Bachelors,2013,Bangalore,3,28,Female,No,1,False
1634,Bachelors,2015,Pune,3,25,Female,No,3,True
1635,Bachelors,2012,Bangalore,3,28,Female,No,2,True
1636,Bachelors,2016,Pune,3,27,Female,No,5,True
1637,Bachelors,2016,Bangalore,3,26,Male,No,4,False
1638,PHD,2018,New Delhi,3,26,Male,No,4,True
1639,Bachelors,2017,Bangalore,3,27,Male,No,5,False
1640,Bachelors,2018,Pune,3,28,Male,No,2,True
1641,Bachelors,2013,Bangalore,3,24,Male,No,2,False
1642,Bachelors,2013,New Delhi,3,26,Male,No,4,False
1643,Bachelors,2013,Bangalore,3,28,Male,Yes,1,False
1644,Masters,2017,New Delhi,2,28,Female,No,2,False
1645,Bachelors,2016,Bangalore,1,24,Male,No,2,False
1646,Bachelors,2017,Bangalore,3,27,Male,No,5,False
1647,Bachelors,2014,Pune,2,27,Female,No,5,True
1648,Bachelors,2017,Bangalore,3,27,Male,No,5,False
1649,Bachelors,2017,New Delhi,3,27,Male,No,5,False
1650,Masters,2018,New Delhi,3,24,Male,No,2,True
1651,Bachelors,2016,Bangalore,3,26,Male,No,4,True
1652,Bachelors,2017,Bangalore,3,28,Male,Yes,3,False
1653,Bachelors,2017,New Delhi,3,26,Female,No,4,False
1654,Bachelors,2016,Pune,3,28,Male,No,3,False
1655,Bachelors,2015,New Delhi,3,26,Male,No,4,False
1656,Bachelors,2014,Bangalore,3,26,Male,No,4,True
1657,Bachelors,2017,Pune,2,24,Female,No,2,True
1658,Bachelors,2016,Bangalore,3,26,Male,No,4,True
1659,PHD,2016,New Delhi,1,26,Male,No,4,False
1660,Bachelors,2018,Bangalore,3,24,Female,No,2,True
1661,Bachelors,2017,Bangalore,2,28,Female,No,1,False
1662,Bachelors,2013,Bangalore,3,24,Female,No,2,False
1663,Masters,2014,New Delhi,3,25,Female,No,3,False
1664,Bachelors,2012,Pune,1,26,Male,No,4,False
1665,Bachelors,2014,Bangalore,3,28,Male,No,5,False
1666,Bachelors,2013,Bangalore,3,28,Male,No,2,True
1667,Masters,2017,Pune,2,27,Male,No,5,False
1668,Bachelors,2016,Bangalore,3,28,Male,Yes,0,False
1669,Bachelors,2014,New Delhi,3,25,Male,No,3,False
1670,Bachelors,2013,Bangalore,3,25,Female,No,3,True
1671,Bachelors,2017,Bangalore,3,24,Female,No,2,True
1672,Bachelors,2015,Bangalore,3,26,Female,No,4,False
1673,Bachelors,2014,Bangalore,3,28,Male,No,4,False
1674,Bachelors,2017,New Delhi,2,28,Male,No,0,False
1675,Masters,2017,New Delhi,3,24,Female,No,2,False
1676,PHD,2017,Pune,3,27,Male,No,5,False
1677,Bachelors,2015,Bangalore,3,28,Female,No,5,False
1678,Bachelors,2017,New Delhi,3,25,Female,No,3,False
1679,Masters,2017,Bangalore,3,25,Male,No,3,False
1680,Masters,2017,Bangalore,1,26,Male,No,4,False
1681,Bachelors,2014,Bangalore,3,25,Male,No,3,True
1682,Bachelors,2016,Bangalore,3,27,Male,No,5,True
1683,Bachelors,2013,Bangalore,3,24,Male,No,2,False
1684,Bachelors,2012,Bangalore,3,25,Male,No,3,False
1685,Bachelors,2014,Pune,3,25,Male,No,3,True
1686,Bachelors,2018,Bangalore,3,25,Female,No,3,True
1687,Masters,2012,Pune,3,26,Male,No,4,True
1688,PHD,2016,Bangalore,3,25,Male,No,3,False
1689,Bachelors,2015,Bangalore,3,25,Male,No,3,False
1690,Bachelors,2017,New Delhi,2,25,Male,No,3,True
1691,Bachelors,2015,New Delhi,3,27,Female,No,5,False
1692,Bachelors,2017,Pune,3,26,Male,No,4,False
1693,Bachelors,2016,Pune,3,26,Male,No,4,False
1694,Bachelors,2018,Bangalore,3,26,Male,No,4,True
1695,Masters,2018,New Delhi,3,25,Female,No,3,True
1696,Masters,2017,Pune,2,25,Male,No,3,False
1697,Masters,2014,Bangalore,3,24,Female,No,2,False
1698,Bachelors,2014,Pune,3,28,Female,No,2,True
1699,Bachelors,2012,Bangalore,3,26,Male,No,4,False
1700,Bachelors,2017,Pune,3,26,Male,No,4,False
1701,Bachelors,2014,Pune,2,28,Female,No,0,True
1702,Bachelors,2017,New Delhi,3,25,Female,Yes,3,False
1703,Bachelors,2014,Bangalore,3,25,Male,No,3,False
1704,Bachelors,2012,Bangalore,3,26,Male,No,4,False
1705,Bachelors,2014,Bangalore,3,26,Male,No,4,False
1706,Bachelors,2017,Bangalore,3,26,Female,No,4,False
1707,Masters,2017,Bangalore,2,26,Male,No,4,True
1708,Bachelors,2017,New Delhi,3,25,Female,No,3,False
1709,Bachelors,2018,Bangalore,3,25,Male,No,3,True
1710,Bachelors,2014,New Delhi,3,27,Female,No,5,False
1711,Bachelors,2017,Bangalore,3,28,Male,No,5,False
1712,Bachelors,2015,Bangalore,1,24,Female,No,2,False
1713,Bachelors,2013,Bangalore,3,27,Male,No,5,True
1714,Bachelors,2018,Bangalore,3,26,Female,No,4,True
1715,Masters,2017,New Delhi,2,28,Female,No,2,False
1716,Bachelors,2016,Pune,3,28,Female,No,4,True
1717,Bachelors,2016,Bangalore,3,25,Male,No,3,False
1718,Bachelors,2015,Pune,3,27,Female,Yes,5,True
1719,Bachelors,2015,Bangalore,3,26,Male,No,4,True
1720,Bachelors,2015,Pune,3,28,Female,Yes,5,True
1721,Bachelors,2013,Pune,3,27,Male,No,5,False
1722,Masters,2017,Pune,2,25,Male,No,3,False
1723,Bachelors,2015,Pune,2,25,Female,Yes,3,True
1724,Bachelors,2015,Pune,2,24,Female,No,2,True
1725,Masters,2017,New Delhi,2,28,Female,No,2,False
1726,Bachelors,2014,New Delhi,3,24,Female,No,2,False
1727,Bachelors,2012,Bangalore,3,27,Male,No,5,True
1728,Bachelors,2015,Pune,2,28,Female,No,5,True
1729,Bachelors,2015,New Delhi,2,27,Female,No,5,True
1730,Bachelors,2017,Bangalore,3,24,Female,No,2,False
1731,Masters,2016,New Delhi,3,25,Female,No,3,False
1732,Bachelors,2012,Pune,3,24,Male,Yes,2,False
1733,Bachelors,2015,New Delhi,3,24,Female,No,2,False
1734,Bachelors,2015,Pune,2,26,Female,No,4,True
1735,Masters,2017,Pune,2,27,Female,No,5,False
1736,Bachelors,2013,Bangalore,1,24,Female,No,2,True
1737,PHD,2017,Pune,3,28,Male,No,1,False
1738,Bachelors,2017,Bangalore,3,24,Female,No,2,False
1739,Bachelors,2015,Pune,2,24,Female,No,2,True
1740,Bachelors,2017,Bangalore,3,27,Male,No,5,False
1741,Bachelors,2016,New Delhi,3,28,Male,No,4,False
1742,Masters,2017,New Delhi,2,28,Female,No,2,False
1743,PHD,2014,New Delhi,3,24,Male,No,2,False
1744,Bachelors,2013,Bangalore,3,26,Female,No,4,False
1745,Masters,2014,New Delhi,3,24,Male,No,2,False
1746,Bachelors,2013,New Delhi,3,24,Female,No,2,False
1747,Masters,2017,New Delhi,3,26,Male,No,4,True
1748,Bachelors,2014,Pune,2,27,Male,No,5,False
1749,Masters,2013,Bangalore,3,25,Male,No,3,True
1750,Masters,2012,New Delhi,3,27,Female,No,5,True
1751,Masters,2017,Bangalore,2,25,Male,No,3,False
1752,Bachelors,2012,New Delhi,3,28,Male,No,5,False
1753,Bachelors,2014,Bangalore,3,28,Male,No,0,False
1754,Bachelors,2017,New Delhi,3,28,Female,No,4,False
1755,Bachelors,2016,Pune,3,27,Male,No,5,True
1756,Bachelors,2017,New Delhi,2,27,Female,No,5,False
1757,PHD,2014,Bangalore,3,28,Female,No,0,False
1758,Bachelors,2013,Pune,2,25,Male,No,3,True
1759,Bachelors,2017,Pune,3,28,Male,No,3,False
1760,Bachelors,2012,Bangalore,3,27,Male,No,5,False
1761,Bachelors,2013,Bangalore,2,24,Female,No,2,True
1762,Masters,2017,New Delhi,2,25,Male,No,3,False
1763,Bachelors,2014,Pune,3,24,Male,No,2,False
1764,Bachelors,2013,New Delhi,1,25,Female,No,3,True
1765,Bachelors,2015,Pune,3,28,Male,No,2,False
1766,Masters,2017,New Delhi,3,28,Male,No,1,True
1767,Bachelors,2017,New Delhi,2,27,Female,No,5,False
1768,Bachelors,2018,Pune,3,24,Male,No,2,True
1769,Bachelors,2013,Bangalore,3,26,Male,No,4,False
1770,Bachelors,2017,Bangalore,3,27,Female,Yes,5,False
1771,Masters,2017,New Delhi,1,26,Female,No,4,True
1772,Masters,2017,Bangalore,2,26,Female,No,4,False
1773,Bachelors,2013,Pune,3,26,Male,No,4,False
1774,Masters,2014,New Delhi,1,25,Female,No,3,False
1775,Bachelors,2014,Bangalore,3,27,Male,No,5,False
1776,Bachelors,2016,Bangalore,3,25,Male,No,3,False
1777,Bachelors,2016,Bangalore,3,27,Male,No,5,False
1778,Bachelors,2015,Bangalore,3,28,Female,No,5,False
1779,Masters,2012,New Delhi,3,25,Male,No,3,True
1780,Bachelors,2013,Bangalore,3,28,Male,No,2,True
1781,Bachelors,2014,Bangalore,1,25,Male,No,3,False
1782,Bachelors,2014,Pune,3,26,Male,No,4,False
1783,Bachelors,2013,Pune,3,28,Male,No,0,False
1784,Bachelors,2015,Bangalore,3,27,Male,Yes,5,False
1785,Bachelors,2014,Pune,1,28,Female,No,3,True
1786,Masters,2017,Pune,2,25,Female,No,3,True
1787,Masters,2013,New Delhi,3,28,Female,No,2,False
1788,Masters,2017,Bangalore,2,27,Female,No,5,True
1789,Bachelors,2015,Bangalore,3,27,Male,No,5,False
1790,Bachelors,2012,Bangalore,3,27,Male,No,5,False
1791,Bachelors,2014,Bangalore,3,26,Male,No,4,False
1792,Bachelors,2013,New Delhi,3,26,Female,No,4,False
1793,Bachelors,2012,Bangalore,3,27,Male,No,5,False
1794,Bachelors,2013,Bangalore,3,26,Female,No,4,False
1795,Masters,2017,New Delhi,2,28,Female,No,3,False
1796,Bachelors,2017,New Delhi,2,26,Male,No,4,False
1797,Bachelors,2013,Pune,2,27,Female,No,5,True
1798,Masters,2015,Bangalore,3,27,Female,No,5,False
1799,Masters,2017,Pune,3,27,Female,No,5,True
1800,Bachelors,2016,Bangalore,3,27,Male,No,5,False
1801,Bachelors,2012,Bangalore,3,27,Male,No,5,False
1802,Bachelors,2014,Bangalore,3,25,Female,No,3,False
1803,Bachelors,2016,Bangalore,3,26,Female,No,4,False
1804,Bachelors,2016,Bangalore,3,26,Female,No,4,False
1805,Bachelors,2014,New Delhi,3,26,Male,No,4,False
1806,Bachelors,2014,Bangalore,3,28,Male,No,3,False
1807,Bachelors,2012,Pune,3,25,Male,No,3,False
1808,Masters,2014,Bangalore,3,28,Female,No,3,True
1809,Bachelors,2016,New Delhi,3,26,Male,No,4,False
1810,Bachelors,2012,New Delhi,3,24,Female,No,2,False
1811,Bachelors,2015,Pune,2,28,Female,No,4,True
1812,Bachelors,2017,New Delhi,2,24,Male,No,2,False
1813,Bachelors,2015,New Delhi,3,25,Male,No,3,False
1814,Bachelors,2013,Bangalore,3,27,Male,No,5,False
1815,Bachelors,2015,Bangalore,3,27,Male,No,5,False
1816,Bachelors,2017,Bangalore,3,28,Female,No,3,True
1817,Bachelors,2017,Bangalore,3,24,Female,No,2,False
1818,Masters,2017,New Delhi,2,26,Female,No,4,False
1819,Bachelors,2016,Bangalore,3,25,Male,Yes,3,True
1820,Bachelors,2016,Bangalore,3,26,Male,Yes,4,False
1821,Masters,2017,Bangalore,2,24,Female,No,2,False
1822,Bachelors,2017,Bangalore,3,27,Male,Yes,5,False
1823,Bachelors,2014,Pune,2,27,Female,No,5,True
1824,Masters,2017,New Delhi,1,24,Female,No,2,False
1825,Bachelors,2014,Bangalore,3,28,Male,No,1,False
1826,Bachelors,2013,Pune,3,26,Male,No,4,False
1827,Bachelors,2014,Pune,3,28,Male,No,0,False
1828,Masters,2013,New Delhi,3,28,Male,No,1,False
1829,Masters,2017,Pune,2,27,Female,No,5,False
1830,Bachelors,2017,Pune,3,28,Male,No,1,False
1831,Bachelors,2016,New Delhi,3,26,Female,No,4,False
1832,PHD,2018,Bangalore,3,27,Male,No,5,True
1833,Bachelors,2014,Pune,3,26,Male,No,4,False
1834,Bachelors,2013,Pune,3,25,Male,No,3,False
1835,Masters,2017,Pune,3,25,Male,No,3,False
1836,Bachelors,2017,Pune,2,24,Female,No,2,True
1837,Bachelors,2017,New Delhi,3,24,Female,No,2,False
1838,PHD,2014,Pune,3,24,Male,No,2,False
1839,PHD,2017,Bangalore,3,24,Female,No,2,False
1840,Masters,2017,New Delhi,2,26,Male,No,4,True
1841,Bachelors,2013,Pune,2,24,Male,Yes,2,True
1842,PHD,2016,New Delhi,3,27,Female,No,5,False
1843,Masters,2017,New Delhi,2,25,Female,Yes,3,True
1844,Bachelors,2014,Pune,3,26,Male,No,4,False
1845,Bachelors,2017,New Delhi,3,25,Female,No,3,False
1846,Bachelors,2012,Bangalore,3,27,Female,No,5,False
1847,Bachelors,2016,Bangalore,3,26,Male,Yes,4,False
1848,Bachelors,2016,Bangalore,3,26,Male,No,4,False
1849,Bachelors,2015,Pune,2,27,Female,Yes,5,True
1850,Bachelors,2016,Pune,3,28,Female,No,2,True
1851,Masters,2017,New Delhi,2,27,Female,No,5,True
1852,Bachelors,2018,Bangalore,3,25,Female,No,3,True
1853,Bachelors,2014,Pune,3,27,Male,Yes,5,False
1854,Bachelors,2014,Bangalore,3,27,Male,Yes,5,False
1855,Bachelors,2015,New Delhi,3,25,Female,No,3,False
1856,Masters,2017,Bangalore,3,26,Female,No,4,False
1857,Masters,2018,New Delhi,3,25,Male,No,3,True
1858,Bachelors,2018,Bangalore,3,25,Male,No,3,True
1859,Bachelors,2014,Bangalore,3,28,Male,No,1,False
1860,Bachelors,2017,Bangalore,3,24,Male,No,2,False
1861,Bachelors,2013,Bangalore,3,28,Female,No,3,False
1862,Bachelors,2015,Pune,3,24,Male,No,2,False
1863,Bachelors,2012,Bangalore,3,26,Male,No,4,False
1864,Bachelors,2014,New Delhi,3,25,Female,No,3,False
1865,Masters,2017,New Delhi,1,26,Male,No,4,False
1866,Bachelors,2016,Bangalore,3,25,Female,No,3,False
1867,Bachelors,2013,Pune,2,26,Male,Yes,4,False
1868,Bachelors,2018,Pune,1,26,Male,Yes,4,False
1869,Bachelors,2017,Bangalore,3,24,Male,No,2,False
1870,Bachelors,2016,Bangalore,3,24,Male,No,2,False
1871,Bachelors,2014,Bangalore,3,24,Female,No,2,False
1872,PHD,2017,New Delhi,3,28,Male,No,3,False
1873,Bachelors,2017,New Delhi,2,24,Female,No,2,True
1874,Bachelors,2015,Bangalore,3,25,Female,No,3,False
1875,Bachelors,2015,Pune,3,26,Male,No,4,False
1876,Masters,2014,Bangalore,3,27,Male,No,5,True
1877,Bachelors,2012,Pune,3,24,Female,No,2,True
1878,Bachelors,2015,Pune,2,26,Female,No,4,True
1879,Bachelors,2013,Bangalore,3,24,Female,No,2,False
1880,Bachelors,2017,Bangalore,3,26,Female,No,4,False
1881,Masters,2017,New Delhi,3,26,Male,No,4,False
1882,Bachelors,2016,Bangalore,3,24,Male,No,2,False
1883,Bachelors,2015,Pune,3,28,Male,No,2,False
1884,Bachelors,2013,Bangalore,3,27,Male,No,5,False
1885,Bachelors,2012,Bangalore,3,24,Male,Yes,2,False
1886,Masters,2015,Pune,2,28,Female,No,0,False
1887,Bachelors,2017,Pune,3,26,Male,Yes,4,False
1888,Bachelors,2018,Bangalore,3,27,Female,No,5,True
1889,Masters,2017,Pune,3,27,Male,No,5,True
1890,Bachelors,2013,Bangalore,1,27,Female,No,5,False
1891,Bachelors,2016,Bangalore,3,27,Female,No,5,False
1892,Bachelors,2013,Pune,3,28,Male,No,1,False
1893,Bachelors,2017,Pune,3,28,Male,No,2,False
1894,Bachelors,2013,Bangalore,3,26,Male,No,4,False
1895,Bachelors,2015,Bangalore,3,25,Female,No,3,False
1896,Bachelors,2015,Pune,3,24,Female,No,2,True
1897,Bachelors,2014,New Delhi,3,28,Male,No,1,False
1898,Bachelors,2017,New Delhi,2,28,Female,No,2,False
1899,Masters,2015,New Delhi,3,26,Male,No,4,True
1900,PHD,2014,New Delhi,3,25,Male,No,3,False
1901,Bachelors,2013,Bangalore,3,25,Male,No,3,False
1902,Bachelors,2017,Bangalore,3,25,Male,No,3,False
1903,Bachelors,2013,New Delhi,2,24,Female,No,2,True
1904,Bachelors,2014,Pune,3,25,Male,No,3,False
1905,Bachelors,2017,New Delhi,3,25,Female,No,3,False
1906,Masters,2017,New Delhi,2,24,Male,Yes,2,True
1907,Bachelors,2015,New Delhi,3,28,Female,No,2,False
1908,Bachelors,2017,Bangalore,3,27,Male,No,5,True
1909,Bachelors,2015,Pune,3,26,Male,No,4,False
1910,Bachelors,2017,Pune,2,27,Female,No,5,True
1911,Bachelors,2016,Bangalore,3,24,Male,No,2,False
1912,Bachelors,2014,Bangalore,2,26,Female,No,4,True
1913,Masters,2017,New Delhi,2,25,Female,No,3,False
1914,Bachelors,2012,New Delhi,3,25,Female,No,3,False
1915,Bachelors,2014,Bangalore,3,27,Male,No,5,False
1916,Bachelors,2017,New Delhi,3,27,Male,No,5,False
1917,Bachelors,2018,Bangalore,3,25,Female,No,3,True
1918,Bachelors,2016,Pune,3,27,Female,No,5,False
1919,Bachelors,2017,Bangalore,3,24,Male,No,2,False
1920,Bachelors,2014,Pune,2,28,Female,No,1,True
1921,Bachelors,2017,Bangalore,2,28,Female,No,2,True
1922,Bachelors,2017,New Delhi,2,26,Female,No,4,True
1923,Bachelors,2013,Pune,2,27,Female,No,5,True
1924,Bachelors,2012,Bangalore,3,24,Female,No,2,False
1925,Masters,2017,Pune,2,27,Female,No,5,False
1926,Bachelors,2015,New Delhi,3,24,Male,No,2,False
1927,Bachelors,2013,New Delhi,3,28,Female,Yes,2,False
1928,Bachelors,2016,New Delhi,3,28,Male,No,0,False
1929,Bachelors,2016,Bangalore,3,26,Male,No,4,False
1930,Bachelors,2018,Bangalore,3,27,Male,Yes,5,True
1931,Bachelors,2015,Bangalore,3,25,Male,No,3,False
1932,Bachelors,2014,Bangalore,3,26,Male,No,4,False
1933,Bachelors,2018,Pune,3,24,Male,Yes,2,True
1934,Bachelors,2017,Bangalore,3,26,Male,Yes,4,False
1935,Bachelors,2016,Bangalore,3,26,Male,No,4,False
1936,Bachelors,2012,Bangalore,3,26,Male,Yes,4,False
1937,Masters,2017,Bangalore,2,27,Male,No,5,False
1938,Bachelors,2016,Bangalore,3,25,Female,No,3,False
1939,Masters,2013,Pune,3,25,Male,No,3,False
1940,Masters,2016,New Delhi,3,27,Male,No,5,True
1941,Bachelors,2014,Bangalore,3,28,Female,No,1,False
1942,Bachelors,2014,Bangalore,3,25,Male,No,3,False
1943,PHD,2013,Bangalore,2,25,Male,No,3,True
1944,Bachelors,2017,New Delhi,3,25,Male,No,3,False
1945,Bachelors,2015,Bangalore,3,24,Male,No,2,False
1946,Masters,2015,Bangalore,3,26,Female,No,4,True
1947,Bachelors,2013,Bangalore,3,25,Female,No,3,False
1948,Bachelors,2015,New Delhi,2,24,Female,No,2,True
1949,Masters,2015,New Delhi,2,27,Female,No,5,True
1950,Bachelors,2017,New Delhi,2,26,Male,No,4,False
1951,Bachelors,2013,Bangalore,3,25,Male,No,3,False
1952,PHD,2017,New Delhi,3,24,Male,No,2,False
1953,Masters,2015,Bangalore,3,27,Male,No,5,True
1954,Bachelors,2015,New Delhi,2,28,Female,No,1,True
1955,Bachelors,2014,Bangalore,3,28,Male,No,2,True
1956,Bachelors,2014,Bangalore,3,25,Male,Yes,3,False
1957,Bachelors,2013,Bangalore,3,26,Male,No,4,False
1958,Masters,2017,New Delhi,1,27,Male,No,5,False
1959,Bachelors,2018,Bangalore,3,27,Male,No,5,True
1960,Bachelors,2014,Bangalore,3,24,Male,No,2,False
1961,Bachelors,2013,Bangalore,3,28,Male,No,0,False
1962,Bachelors,2013,Bangalore,3,24,Male,No,2,False
1963,Bachelors,2012,Bangalore,3,28,Female,No,1,True
1964,Bachelors,2014,Bangalore,3,26,Male,No,4,False
1965,Masters,2017,New Delhi,2,28,Male,No,3,False
1966,Bachelors,2013,Pune,3,24,Female,No,2,True
1967,Masters,2017,New Delhi,2,24,Male,No,2,True
1968,Bachelors,2014,Bangalore,3,28,Female,No,1,True
1969,Bachelors,2018,Bangalore,3,25,Male,No,3,True
1970,Masters,2012,New Delhi,3,27,Female,No,5,False
1971,Masters,2014,New Delhi,3,26,Male,No,4,False
1972,Bachelors,2017,Bangalore,3,28,Male,No,5,False
1973,Bachelors,2017,Pune,3,28,Female,No,1,False
1974,Bachelors,2016,Bangalore,3,24,Male,No,2,False
1975,Bachelors,2016,New Delhi,3,24,Male,Yes,2,False
1976,Masters,2018,New Delhi,3,28,Male,Yes,2,True
1977,Bachelors,2014,Bangalore,3,25,Male,No,3,False
1978,Masters,2013,New Delhi,3,25,Male,No,3,True
1979,Masters,2017,Bangalore,3,28,Female,No,0,True
1980,PHD,2018,Bangalore,3,26,Male,No,4,True
1981,Bachelors,2017,Bangalore,1,24,Male,No,2,False
1982,Bachelors,2017,New Delhi,2,25,Male,No,3,False
1983,Masters,2015,Pune,2,28,Female,No,0,False
1984,Bachelors,2014,Pune,2,27,Female,No,5,True
1985,Bachelors,2014,Bangalore,3,25,Male,No,3,False
1986,Bachelors,2017,Pune,3,27,Male,Yes,5,False
1987,Bachelors,2017,Bangalore,3,28,Male,No,2,False
1988,Bachelors,2014,Bangalore,3,28,Male,No,1,False
1989,Bachelors,2014,New Delhi,3,28,Female,No,3,False
1990,Bachelors,2015,New Delhi,2,29,Female,No,1,True
1991,Bachelors,2012,Bangalore,3,29,Male,No,1,False
1992,Bachelors,2017,Pune,2,26,Male,No,4,False
1993,Bachelors,2015,Pune,3,28,Female,No,2,True
1994,Bachelors,2016,Pune,3,26,Male,No,4,False
1995,Masters,2017,New Delhi,3,26,Female,No,4,False
1996,Bachelors,2013,Pune,3,26,Male,No,4,False
1997,Bachelors,2017,Bangalore,3,28,Male,No,1,False
1998,Bachelors,2013,Bangalore,3,26,Male,No,4,False
1999,Bachelors,2015,Pune,3,28,Female,Yes,2,True
2000,Bachelors,2017,New Delhi,3,28,Female,No,1,False
2001,Bachelors,2016,New Delhi,3,27,Female,Yes,5,False
2002,Bachelors,2018,Pune,3,27,Male,No,5,True
2003,Bachelors,2014,Bangalore,3,29,Male,Yes,2,False
2004,Bachelors,2015,Pune,2,28,Female,No,2,True
2005,Bachelors,2017,Pune,3,26,Female,No,4,True
2006,Masters,2017,New Delhi,3,28,Male,No,2,False
2007,Bachelors,2017,Pune,3,26,Male,No,4,False
2008,Bachelors,2017,Pune,3,26,Female,No,4,True
2009,Bachelors,2018,Bangalore,3,26,Female,Yes,4,True
2010,Bachelors,2014,Pune,3,30,Male,No,2,False
